hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,power_W,condition
10.09,153,833.65,14.39,41.85,85.3,2.51,363.7,2.739,972.12,falla_panel
18.75,225,307.23,23.2,31.16,70.06,4.83,29.19,0.886,25.6,falla_inversor
16.56,127,781.85,27.78,54.86,84.98,11.85,352.77,4.45,1595.4,sombreado_parcial
17.27,193,616.04,23.0,39.91,75.79,3.67,366.76,5.494,1986.04,normal
6.25,115,57.41,23.34,24.68,62.65,2.56,383.13,0.612,202.43,normal
19.48,262,125.36,17.65,21.65,28.11,0.11,384.65,1.259,460.57,normal
16.17,18,725.17,28.4,53.95,40.4,1.41,352.86,6.308,2214.59,normal
10.27,10,745.34,21.11,45.77,87.82,2.5,365.43,6.344,2308.91,normal
17.61,92,525.06,12.06,27.77,42.36,4.79,378.06,3.45,1301.47,suciedad
9.94,139,842.87,22.77,47.69,26.53,1.73,359.55,7.299,2622.45,normal
18.22,333,324.23,30.89,42.52,69.53,9.66,1.8,4.756,8.65,falla_inversor
7.58,357,282.84,22.68,30.72,71.38,0.95,376.19,2.486,956.85,normal
15.85,340,708.02,35.43,57.88,39.98,4.09,353.6,3.836,1371.93,sombreado_parcial
13.57,52,966.12,27.57,55.71,40.84,1.63,351.4,2.115,778.67,falla_panel
7.35,195,319.34,27.03,37.87,52.82,2.0,369.35,2.854,1077.04,normal
9.39,206,735.21,24.23,47.94,21.53,4.87,360.43,0.953,343.58,falla_panel
6.17,287,26.42,24.59,23.55,75.25,1.05,384.98,0.126,91.35,normal
12.56,93,1000.0,23.42,56.22,42.2,0.31,17.05,1.426,25.12,falla_inversor
10.22,309,787.16,23.19,48.62,79.76,2.2,19.6,5.219,102.49,falla_inversor
14.38,145,1000.0,28.19,60.55,76.18,2.26,346.69,8.661,3015.94,normal
10.16,86,796.45,19.39,43.71,66.3,4.79,363.78,5.654,2062.96,suciedad
10.2,153,886.3,18.54,46.51,42.74,10.36,360.96,7.757,2794.68,normal
16.4,2,686.83,18.26,39.82,56.14,0.17,365.62,6.098,2211.88,normal
6.67,342,125.85,37.27,40.98,51.14,2.69,364.08,1.108,416.93,normal
18.64,260,278.03,28.18,37.13,43.72,3.43,367.76,2.505,926.96,normal
17.93,164,482.04,26.83,43.78,79.37,12.76,361.87,2.784,1047.39,sombreado_parcial
15.35,6,784.17,18.65,44.77,53.85,8.57,361.48,6.718,2417.66,normal
14.31,149,1000.0,28.74,58.22,78.29,3.74,349.53,6.961,2448.01,suciedad
18.49,205,379.81,24.3,37.65,27.37,2.21,368.74,3.357,1231.44,normal
8.59,118,562.43,26.29,45.65,29.87,0.53,33.2,2.876,96.01,falla_inversor
7.11,89,230.32,19.14,26.11,88.41,1.45,376.57,2.194,784.02,normal
9.35,154,742.31,25.96,49.92,61.14,2.64,357.08,6.457,2273.08,normal
17.12,167,675.16,22.46,44.3,55.68,3.88,361.09,5.371,1928.03,suciedad
6.49,161,94.21,20.41,22.08,56.62,3.03,385.99,0.106,32.61,falla_panel
14.16,270,941.76,29.4,58.26,35.07,3.76,350.23,6.522,2279.78,suciedad
19.94,56,1.9,15.77,16.96,70.31,1.68,388.32,0.0,8.78,normal
17.98,228,481.32,28.39,42.69,25.93,3.9,361.69,4.245,1549.43,normal
13.3,337,912.64,29.11,59.09,60.13,0.47,344.91,7.753,2690.33,normal
6.89,149,235.1,19.72,29.03,59.95,0.53,376.18,1.306,503.3,sombreado_parcial
17.64,46,504.18,20.08,37.55,83.99,0.53,368.37,4.525,1658.96,normal
14.39,144,1000.0,23.66,57.88,56.83,6.65,345.29,8.701,3008.45,normal
7.61,238,343.99,26.69,37.31,29.59,0.24,369.26,1.857,723.6,sombreado_parcial
7.31,272,262.26,24.08,32.54,60.09,4.85,372.93,2.264,796.63,suciedad
18.73,120,261.15,27.6,36.24,26.39,0.8,363.98,2.069,755.9,suciedad
15.37,340,769.04,35.58,59.52,34.27,1.9,345.49,6.87,2336.42,normal
17.61,220,537.42,21.95,39.56,22.18,7.43,364.59,3.37,1235.97,sombreado_parcial
18.31,8,351.76,14.71,23.13,55.93,2.65,379.33,3.302,1257.26,normal
14.0,344,878.93,29.96,57.73,25.92,0.71,349.68,7.771,2701.24,normal
13.24,275,967.37,35.1,63.26,52.86,1.0,347.23,7.139,2484.11,suciedad
12.03,353,876.28,27.36,53.3,85.31,7.59,354.05,4.624,1630.11,sombreado_parcial
10.44,66,798.34,18.47,44.52,70.38,1.67,362.72,6.067,2206.44,suciedad
12.08,79,997.79,24.26,55.14,25.42,2.65,349.82,8.818,3092.97,normal
16.83,86,643.13,18.29,39.43,35.69,1.85,367.31,1.831,644.21,falla_panel
14.43,124,991.59,28.86,59.51,67.16,1.43,346.85,8.526,2978.11,normal
18.5,202,376.22,16.89,30.31,82.63,0.76,374.96,0.557,218.3,falla_panel
12.21,150,1000.0,23.2,54.09,22.3,3.48,351.16,9.037,3141.25,normal
14.5,46,857.32,18.97,42.83,76.87,3.8,359.9,7.63,2752.07,normal
14.84,113,982.5,25.76,56.8,59.33,0.96,351.63,8.138,2887.5,normal
14.28,91,962.01,22.8,49.61,58.23,4.67,356.94,8.436,3000.11,normal
15.84,141,866.4,26.06,50.96,87.05,5.78,354.88,7.479,2654.81,normal
9.32,289,652.49,25.13,44.2,72.34,7.6,365.41,0.921,328.23,falla_panel
13.17,218,1000.0,19.08,48.82,79.51,0.53,355.38,8.63,3065.78,normal
7.46,77,328.86,28.76,38.22,44.78,1.09,368.72,1.154,446.05,sombreado_parcial
11.38,334,845.77,24.71,49.57,58.81,5.91,360.76,0.931,331.4,falla_panel
12.83,152,1000.0,19.07,48.21,63.08,0.66,358.79,5.268,1867.42,sombreado_parcial
15.13,323,819.43,38.45,66.37,42.51,0.01,338.38,7.049,2393.88,normal
19.31,239,158.51,27.86,31.79,59.92,6.14,35.55,0.812,30.45,falla_inversor
14.41,115,1000.0,24.08,51.98,36.57,1.19,353.27,8.717,3082.47,normal
16.41,319,673.33,33.49,53.99,30.04,1.61,351.23,3.846,1354.38,sombreado_parcial
13.09,94,1000.0,36.05,65.61,46.18,1.77,339.61,6.839,2327.93,suciedad
14.88,48,855.24,24.13,49.53,71.75,5.66,359.96,7.554,2697.05,normal
6.99,191,242.8,27.08,35.74,84.13,1.24,368.99,1.672,612.62,suciedad
9.56,12,676.77,19.07,39.55,52.04,6.68,364.34,6.255,2248.57,normal
11.07,156,1000.0,24.12,53.64,65.0,2.88,355.29,8.56,3037.19,normal
12.61,172,1000.0,23.81,55.73,27.21,2.25,347.64,8.915,3092.93,normal
6.64,296,116.45,26.11,31.47,83.31,1.18,20.09,0.109,0.0,falla_inversor
7.96,177,446.99,27.0,41.77,59.8,0.84,362.71,1.058,377.69,falla_panel
9.88,341,694.57,28.36,46.38,74.62,2.93,360.9,5.968,2158.4,normal
19.6,57,131.94,26.43,28.88,75.61,1.78,375.47,1.174,458.63,normal
10.64,343,788.85,17.74,42.46,37.95,7.24,360.59,7.049,2557.34,normal
12.75,340,869.47,19.37,46.17,57.04,2.03,360.17,3.799,1375.72,sombreado_parcial
8.75,203,612.67,21.72,40.38,87.23,2.15,364.47,0.99,365.35,falla_panel
14.55,185,1000.0,23.31,53.08,26.27,1.62,23.12,0.777,20.36,falla_inversor
9.93,121,805.51,31.3,54.37,67.81,4.67,352.23,6.044,2129.24,suciedad
8.9,226,633.24,18.02,40.82,87.36,1.66,369.25,2.587,1005.58,sombreado_parcial
13.23,202,1000.0,22.86,54.15,41.04,0.94,351.2,8.747,3049.53,normal
6.08,330,29.35,30.72,32.6,80.3,5.94,375.13,0.173,100.17,normal
6.11,363,43.53,23.2,24.57,85.36,2.73,379.71,0.204,73.97,sombreado_parcial
9.07,356,582.18,27.76,46.03,72.3,2.69,359.78,2.363,847.5,sombreado_parcial
6.51,216,84.29,24.16,26.7,36.19,2.83,379.89,0.769,266.67,suciedad
7.51,43,291.95,26.54,33.98,43.38,3.81,369.58,2.662,981.15,normal
10.74,23,798.72,23.63,46.32,22.51,1.13,362.13,6.821,2471.91,normal
17.24,155,640.0,29.0,49.58,78.2,0.1,358.03,5.64,2013.54,normal
14.01,186,1000.0,15.73,47.26,79.47,4.99,32.17,4.127,133.61,falla_inversor
13.18,249,1000.0,22.82,55.48,64.29,0.41,352.92,6.718,2379.9,suciedad
10.11,237,831.7,26.78,53.87,44.68,3.84,353.73,7.16,2528.84,normal
19.04,293,206.85,28.2,33.45,25.38,0.26,373.33,0.345,134.28,falla_panel
11.56,134,1000.0,33.96,66.91,72.71,1.41,342.82,8.263,2821.79,normal
7.22,321,249.11,22.65,31.59,70.86,0.2,373.75,2.156,822.33,normal
14.64,22,877.21,33.88,62.33,83.88,2.22,344.18,7.583,2593.69,normal
7.59,361,313.65,21.05,34.22,71.14,3.18,372.21,1.556,570.54,sombreado_parcial
10.83,88,895.63,32.97,64.03,78.01,0.56,343.13,4.099,1405.93,sombreado_parcial
13.1,153,1000.0,29.9,62.19,72.22,1.39,346.54,4.429,1561.69,sombreado_parcial
18.24,125,437.82,19.52,34.05,64.15,7.99,375.13,2.218,816.18,sombreado_parcial
12.91,79,975.91,26.84,58.96,49.89,1.75,345.84,8.379,2863.9,normal
15.83,346,760.58,24.69,47.58,83.15,4.87,358.74,6.694,2409.9,normal
19.9,51,0.0,28.75,27.9,65.57,7.86,375.12,0.043,0.0,suciedad
7.84,216,417.16,23.66,37.71,47.88,10.99,367.51,2.496,919.31,sombreado_parcial
9.85,176,850.48,23.16,48.45,25.84,6.86,357.43,7.321,2636.45,normal
11.52,358,871.95,33.21,61.35,40.35,1.15,344.69,7.435,2575.8,normal
11.91,253,957.72,24.41,54.57,58.06,9.86,353.72,8.374,2963.84,normal
11.75,246,966.26,29.96,58.87,39.29,5.02,348.54,8.552,2972.7,normal
18.71,227,308.17,23.65,33.32,35.49,5.45,370.9,2.752,1047.88,normal
16.0,106,863.07,35.0,63.93,56.92,0.05,344.83,7.175,2486.33,normal
14.51,193,1000.0,20.93,52.3,31.89,9.25,353.83,7.555,2672.5,suciedad
10.33,316,755.25,21.32,45.05,76.03,4.52,359.89,6.481,2355.06,normal
17.53,302,444.3,34.15,48.52,53.91,4.38,355.61,2.951,1042.49,suciedad
19.37,36,132.68,22.33,27.17,60.17,0.26,375.01,1.244,434.02,suciedad
17.5,204,584.91,34.61,52.39,30.32,0.79,353.05,4.935,1744.03,normal
6.02,267,0.0,30.35,30.88,42.72,9.83,374.53,0.083,17.26,sombreado_parcial
14.91,268,883.97,24.07,50.12,48.71,2.08,357.99,7.512,2712.07,normal
6.72,170,179.13,14.12,18.52,76.57,1.52,382.07,0.848,335.9,sombreado_parcial
9.61,39,658.01,24.88,44.44,73.91,5.5,365.26,5.951,2155.41,normal
6.83,139,239.16,25.61,33.79,35.61,0.27,370.11,2.07,791.25,normal
14.45,292,931.57,32.0,61.36,63.13,1.62,344.69,4.635,1609.97,sombreado_parcial
15.61,52,807.6,34.53,59.57,37.04,1.41,346.46,6.953,2389.25,normal
7.6,287,339.35,20.89,32.53,89.18,1.29,371.58,3.037,1139.9,normal
11.37,289,879.79,29.81,57.87,86.65,1.1,348.17,7.579,2673.6,normal
12.39,141,1000.0,29.59,60.41,59.43,0.71,345.89,8.716,3024.33,normal
11.17,146,1000.0,31.44,61.14,68.92,0.57,345.36,1.911,629.86,falla_panel
7.69,314,359.73,27.99,38.0,76.1,3.07,370.82,3.323,1205.71,normal
11.87,184,1000.0,13.35,42.39,70.47,7.55,362.01,8.738,3164.53,normal
16.52,152,789.58,24.07,48.95,68.99,2.13,360.91,6.758,2443.43,normal
6.99,201,251.43,18.07,24.63,87.1,1.06,381.44,2.439,885.34,normal
7.12,128,275.49,23.78,31.65,61.75,0.52,370.58,1.537,586.9,sombreado_parcial
10.97,287,880.57,30.88,58.21,64.54,5.32,346.79,7.79,2712.71,normal
19.18,311,178.9,26.83,33.99,79.45,10.67,369.56,1.383,491.69,suciedad
15.36,253,894.24,31.89,61.23,66.89,1.29,345.54,4.088,1427.38,sombreado_parcial
15.5,266,844.69,27.05,53.37,71.31,1.03,355.69,7.235,2566.8,normal
11.07,188,989.29,17.21,50.02,36.39,2.76,357.86,3.762,1368.54,sombreado_parcial
14.31,230,996.85,9.87,38.01,45.99,4.48,365.61,5.844,2109.53,sombreado_parcial
6.14,271,18.01,25.89,29.27,30.31,1.82,378.37,0.156,67.19,normal
14.91,259,883.36,23.72,52.36,55.4,2.98,351.92,7.902,2792.21,normal
18.79,299,235.01,19.14,26.64,51.9,3.78,376.66,2.104,808.28,normal
14.58,198,1000.0,14.8,44.71,89.8,9.7,363.37,8.587,3141.08,normal
18.23,323,342.95,20.59,30.65,62.78,0.54,376.69,3.083,1167.76,normal
16.14,56,763.13,23.83,48.59,75.05,15.0,359.21,2.748,1029.65,sombreado_parcial
7.69,319,336.05,29.0,40.44,43.38,1.49,365.37,2.555,953.28,suciedad
18.63,203,332.29,26.13,37.52,78.21,3.85,367.96,0.77,283.14,falla_panel
6.93,271,209.67,34.65,40.11,63.06,2.55,363.31,1.045,377.93,sombreado_parcial
13.48,109,1000.0,18.79,48.64,68.79,2.0,357.52,6.244,2233.75,sombreado_parcial
7.99,116,445.41,30.29,44.5,40.61,3.59,360.13,2.688,981.53,sombreado_parcial
6.16,92,33.07,25.28,27.47,58.4,1.51,27.76,0.218,3.94,falla_inversor
11.91,138,1000.0,29.17,60.42,64.38,0.4,350.94,8.336,2910.26,normal
10.13,303,771.14,22.38,48.7,61.24,2.01,358.13,6.833,2448.89,normal
12.8,57,987.39,31.43,62.34,84.06,2.21,342.31,8.806,3016.52,normal
14.08,50,932.29,26.77,55.9,82.88,0.68,353.13,8.031,2844.16,normal
6.61,71,159.52,20.92,26.91,87.97,8.23,380.87,1.366,532.64,normal
7.72,82,381.73,24.93,38.69,66.72,0.77,369.87,3.378,1252.16,normal
13.82,105,1000.0,23.56,52.79,88.03,1.58,352.65,9.093,3189.91,normal
10.8,88,916.73,27.94,54.91,78.27,0.51,30.69,3.153,97.45,falla_inversor
16.21,2,688.34,17.92,38.96,38.96,2.3,30.33,0.914,25.78,falla_inversor
15.13,360,784.75,24.82,54.09,49.92,1.1,355.49,5.015,1794.23,suciedad
17.84,84,489.41,27.37,42.27,36.69,2.02,363.84,4.443,1589.55,normal
15.69,43,769.56,25.2,49.06,20.29,0.76,354.4,1.66,593.47,falla_panel
12.02,154,1000.0,33.08,65.26,33.16,0.17,345.06,2.619,891.88,falla_panel
15.42,327,797.14,29.64,56.02,20.28,4.53,349.17,1.065,332.05,falla_panel
9.86,94,777.57,24.96,49.51,70.39,3.07,355.93,3.167,1084.33,sombreado_parcial
10.29,298,781.22,26.3,52.46,49.79,1.25,351.82,6.643,2360.58,normal
17.05,133,677.34,26.77,46.15,41.88,0.15,357.49,5.913,2095.44,normal
12.25,65,945.03,27.42,55.8,73.32,6.02,351.52,2.344,840.68,falla_panel
17.18,290,572.61,14.05,33.68,78.27,0.56,370.36,5.058,1866.46,normal
17.51,257,561.38,23.19,40.75,88.27,8.01,361.99,5.145,1853.48,normal
18.01,213,446.13,16.09,28.14,64.94,1.95,379.0,4.124,1546.63,normal
18.83,148,291.76,32.67,39.8,52.31,1.25,366.94,2.482,934.33,normal
12.03,61,928.62,24.63,52.44,41.37,4.06,357.51,3.128,1139.47,falla_panel
10.46,149,940.98,23.84,53.25,35.56,6.28,352.42,8.198,2903.69,normal
14.15,88,1000.0,30.38,62.33,34.9,1.39,344.61,8.578,2945.97,normal
11.2,324,832.0,27.53,53.04,48.64,1.57,29.84,3.948,117.46,falla_inversor
14.42,278,969.15,18.23,49.09,89.43,1.7,357.39,8.482,3024.02,normal
15.88,82,823.46,24.57,49.65,20.06,7.67,357.08,1.652,611.02,falla_panel
15.64,129,906.02,22.99,53.14,33.8,3.54,352.63,7.731,2723.31,normal
11.24,286,900.01,14.53,46.49,33.19,0.85,355.98,4.359,1563.63,sombreado_parcial
8.34,353,470.16,20.86,34.96,70.2,0.61,371.11,4.169,1558.54,normal
12.03,280,927.4,23.9,53.6,44.67,0.79,353.98,4.87,1726.28,sombreado_parcial
8.0,270,431.45,24.31,38.39,52.01,0.92,366.61,3.692,1381.45,normal
18.46,292,329.66,16.11,26.62,30.4,0.78,5.33,0.027,0.0,falla_inversor
10.84,203,952.66,31.91,62.66,48.35,3.22,343.27,8.066,2793.32,normal
8.16,24,437.41,24.39,38.77,27.22,0.37,365.66,3.727,1370.51,normal
6.36,351,96.52,25.23,27.53,57.31,1.47,378.48,0.31,103.13,falla_panel
15.04,311,821.97,27.4,55.07,26.86,2.94,351.91,7.108,2527.94,normal
14.92,208,981.14,20.27,51.23,75.34,1.03,351.93,4.38,1565.98,sombreado_parcial
10.77,280,834.78,27.74,53.25,59.66,0.2,354.76,3.132,1092.73,sombreado_parcial
7.0,205,206.32,22.8,32.91,70.68,0.26,371.57,1.787,683.81,normal
11.73,152,1000.0,19.62,50.7,49.3,0.4,358.07,8.942,3184.48,normal
10.36,26,762.26,28.44,52.64,46.7,5.42,354.54,2.702,950.33,falla_panel
15.48,194,928.58,33.95,63.23,26.87,3.22,343.21,7.718,2671.9,normal
14.48,336,835.4,29.35,55.26,56.67,0.2,353.8,7.292,2577.01,normal
11.1,238,944.45,30.54,60.73,56.02,1.49,344.96,5.569,1913.17,sombreado_parcial
9.05,321,600.79,21.88,39.38,52.77,0.98,363.66,5.264,1939.76,normal
19.83,75,37.27,15.41,17.47,71.84,2.59,384.42,0.267,101.53,suciedad
12.36,163,1000.0,33.94,62.55,78.28,2.22,344.81,8.549,2933.38,normal
15.64,299,785.47,37.33,59.93,72.56,1.97,350.46,2.634,924.54,falla_panel
7.97,29,369.74,34.26,48.55,30.07,1.13,357.34,3.22,1147.84,normal
12.8,165,1000.0,22.99,52.35,63.54,0.44,355.54,8.478,3016.64,normal
6.39,337,53.01,18.07,16.79,25.62,4.07,388.42,0.556,196.03,suciedad
13.08,186,1000.0,18.61,48.01,68.62,6.36,357.32,8.587,3069.98,normal
19.5,54,86.94,14.9,20.22,46.73,8.66,381.22,0.764,304.69,normal
11.38,295,881.46,24.36,49.21,29.27,0.18,357.33,5.799,2076.2,suciedad
6.55,42,107.72,34.63,36.57,80.34,4.04,370.62,0.498,213.55,sombreado_parcial
6.43,285,93.41,24.15,24.88,62.98,3.89,381.02,0.736,337.77,normal
11.43,138,999.52,26.81,57.64,44.83,8.82,348.31,8.715,3049.98,normal
8.24,187,548.35,33.25,49.74,22.15,0.87,355.44,3.655,1272.1,suciedad
6.33,204,96.17,22.58,24.86,57.61,4.07,378.87,0.894,319.45,normal
16.59,42,647.52,37.21,60.23,84.63,0.17,345.21,1.575,571.99,falla_panel
12.42,350,883.01,36.95,62.75,61.75,2.99,344.23,7.674,2659.55,normal
10.05,288,743.59,24.21,47.3,88.02,1.3,358.5,5.106,1841.62,suciedad
18.6,26,277.82,21.53,30.72,29.55,4.39,375.57,2.455,925.55,normal
7.63,56,314.49,29.18,37.54,59.78,5.97,366.15,2.794,1042.0,normal
19.38,253,121.1,22.91,27.43,75.87,1.36,377.64,1.06,411.83,normal
10.4,122,906.4,18.06,45.79,56.79,2.24,360.18,8.05,2880.93,normal
18.44,106,364.35,32.69,44.63,26.37,0.37,360.33,3.089,1131.08,normal
14.44,130,1000.0,32.3,63.39,60.8,1.62,344.15,8.532,2926.56,normal
17.57,337,462.28,25.93,37.3,62.82,1.34,366.53,1.193,423.43,falla_panel
19.78,158,47.86,17.42,20.88,71.01,0.61,386.3,0.563,171.09,normal
10.04,231,819.53,17.62,46.34,73.28,6.75,12.03,5.453,66.03,falla_inversor
19.46,308,106.82,25.64,28.72,73.95,0.48,377.56,0.817,329.65,normal
11.45,91,944.83,22.0,50.18,66.44,3.03,355.94,4.346,1577.67,sombreado_parcial
11.4,22,862.75,22.95,52.17,35.11,6.63,353.53,1.12,384.44,falla_panel
10.77,290,837.5,31.13,60.14,48.3,7.29,345.17,0.868,292.38,falla_panel
13.58,110,1000.0,29.4,60.4,74.33,4.73,344.71,8.838,3048.23,normal
8.16,49,466.9,33.27,47.53,86.74,0.58,355.54,2.129,751.32,sombreado_parcial
13.75,129,1000.0,19.06,50.19,25.53,5.1,356.26,8.794,3131.52,normal
13.58,73,1000.0,22.94,51.68,57.49,0.97,356.05,8.598,3068.55,normal
16.67,340,625.22,29.55,48.66,41.88,7.67,355.08,4.366,1556.39,suciedad
17.67,53,492.0,27.69,45.64,35.78,3.7,363.04,4.272,1552.76,normal
12.17,356,921.49,34.19,62.74,55.41,4.62,341.0,8.014,2691.03,normal
10.23,168,909.71,27.52,54.39,62.43,0.27,353.79,7.984,2808.45,normal
9.63,45,674.6,36.09,57.92,20.68,2.62,347.04,5.662,1985.03,normal
8.72,105,605.83,28.24,46.17,74.61,5.16,362.05,5.176,1866.76,normal
6.81,150,209.46,31.37,37.82,77.39,5.93,369.35,0.531,196.37,falla_panel
10.79,146,939.91,23.06,50.53,87.59,0.09,361.05,8.266,2951.92,normal
9.78,204,808.37,25.09,48.79,32.65,8.4,356.15,4.628,1625.74,sombreado_parcial
19.53,362,116.89,30.47,35.22,61.62,0.13,365.81,0.997,366.64,suciedad
13.81,299,889.33,34.68,62.64,49.86,2.86,340.46,4.204,1431.87,sombreado_parcial
10.86,167,950.55,29.38,57.92,43.44,3.55,348.32,6.448,2265.7,suciedad
14.13,201,1000.0,24.5,55.93,59.59,0.34,350.94,4.857,1693.04,sombreado_parcial
7.95,134,464.51,33.26,46.87,74.77,0.15,357.79,4.245,1498.29,normal
12.22,211,1000.0,11.85,41.92,21.61,4.61,364.65,9.043,3295.3,normal
14.77,48,871.57,16.47,45.45,87.86,1.46,362.36,3.127,1128.18,falla_panel
12.84,126,1000.0,29.09,61.51,76.69,0.34,15.1,2.199,33.45,falla_inversor
11.62,239,991.64,25.08,56.04,72.58,4.31,350.43,4.885,1696.42,sombreado_parcial
19.91,7,36.27,28.63,29.98,73.23,5.67,373.57,0.296,135.59,normal
18.32,272,349.38,25.39,36.29,47.23,2.66,370.94,3.044,1149.72,normal
14.73,37,847.15,28.43,55.63,72.61,0.53,353.67,7.024,2467.89,normal
13.97,211,1000.0,20.11,50.16,47.07,0.05,354.89,6.528,2341.86,suciedad
14.69,165,1000.0,28.42,60.97,82.91,3.62,343.49,4.524,1564.7,sombreado_parcial
8.82,125,608.75,30.97,50.52,32.41,2.4,358.06,2.745,987.75,sombreado_parcial
11.53,337,839.49,32.32,58.16,40.46,3.16,349.14,3.556,1233.46,sombreado_parcial
6.55,192,166.52,37.08,41.55,58.59,5.03,364.88,1.457,528.9,normal
12.66,218,1000.0,26.46,58.98,42.34,1.71,351.16,7.253,2600.9,suciedad
13.6,214,1000.0,26.64,57.67,49.7,0.4,345.38,8.555,2944.84,normal
9.19,62,626.43,15.86,34.39,54.47,8.44,370.66,3.512,1305.75,sombreado_parcial
19.5,328,102.52,21.81,24.44,79.94,2.36,381.29,0.956,344.36,normal
18.73,161,314.16,23.84,34.81,56.62,2.87,374.71,2.792,1064.47,normal
16.11,66,705.9,31.3,50.95,45.37,8.13,355.25,6.117,2145.17,normal
13.47,286,926.11,21.33,49.74,37.34,8.05,355.53,1.235,460.04,falla_panel
18.18,239,414.6,29.78,44.34,48.61,2.55,362.06,2.248,822.42,sombreado_parcial
7.83,20,350.27,24.99,35.68,56.1,1.06,371.31,3.217,1171.21,normal
17.07,188,690.21,23.94,45.92,72.23,15.0,362.52,4.639,1640.85,suciedad
7.75,82,351.36,26.49,39.1,28.47,3.43,369.54,1.303,503.21,sombreado_parcial
17.12,363,554.23,22.65,41.31,35.51,1.57,360.68,3.563,1240.06,sombreado_parcial
9.86,202,800.21,22.43,46.77,46.58,2.46,357.78,6.697,2438.51,normal
18.28,132,398.95,14.77,27.04,45.23,1.61,379.79,3.588,1348.43,normal
19.22,37,141.81,23.51,29.3,47.42,6.58,376.44,1.358,478.08,normal
8.08,132,523.83,22.12,39.9,75.55,1.98,366.72,4.605,1707.69,normal
12.48,77,961.22,21.9,51.81,42.69,5.2,353.28,4.398,1532.18,sombreado_parcial
19.73,89,58.17,27.5,29.24,55.13,5.5,376.45,0.509,201.22,normal
12.77,253,980.36,28.95,59.99,63.67,5.22,346.3,8.478,2948.99,normal
18.09,344,406.68,26.39,41.15,36.25,3.84,365.6,3.375,1258.73,normal
14.24,194,1000.0,30.97,63.82,70.31,5.79,344.13,8.484,2920.87,normal
11.25,176,1000.0,28.45,60.74,58.3,1.47,24.11,3.487,83.88,falla_inversor
10.0,33,754.87,23.23,45.2,51.27,0.37,361.36,1.765,659.53,falla_panel
8.85,58,576.86,22.22,39.84,76.68,5.54,365.57,5.369,1936.52,normal
16.67,201,744.12,26.88,49.8,37.04,2.07,359.62,4.83,1747.81,suciedad
11.41,28,866.65,28.44,57.65,81.82,0.41,351.22,7.534,2646.72,normal
13.16,35,940.74,33.39,62.43,59.27,0.37,344.56,6.545,2251.1,suciedad
12.89,125,1000.0,32.15,65.28,62.64,0.52,343.46,8.536,2880.37,normal
14.08,321,884.34,21.75,48.53,81.25,4.17,361.7,7.833,2809.84,normal
18.12,42,401.13,24.39,36.19,77.23,3.72,367.57,1.152,408.54,falla_panel
19.73,85,66.54,29.03,31.83,62.11,0.68,372.12,0.223,91.02,falla_panel
11.71,188,1000.0,31.41,65.01,72.72,5.63,342.16,8.65,2953.46,normal
17.59,111,513.96,30.63,46.38,50.33,0.99,360.32,1.251,442.09,falla_panel
16.7,271,694.24,24.62,42.47,58.32,4.72,362.34,3.217,1166.31,sombreado_parcial
14.03,325,874.55,17.48,42.46,24.34,2.01,364.83,7.68,2784.27,normal
19.38,105,163.13,19.01,24.55,26.29,3.95,380.26,1.614,554.39,normal
8.81,320,543.27,26.64,41.4,78.06,1.44,366.61,4.648,1724.43,normal
7.53,41,289.76,27.05,34.81,24.18,1.28,369.35,2.177,796.34,suciedad
17.96,215,500.22,18.41,34.06,31.86,5.52,9.68,6.412,61.87,falla_inversor
12.15,71,971.72,25.27,51.96,75.71,0.11,354.0,5.122,1817.41,sombreado_parcial
17.86,56,470.59,28.79,42.92,20.08,11.04,362.67,2.859,1048.9,sombreado_parcial
18.5,236,340.46,18.09,26.98,39.77,3.13,376.32,2.359,901.2,suciedad
6.87,281,202.94,31.63,35.72,60.88,1.7,370.03,1.894,659.39,normal
18.37,105,337.67,22.73,32.08,61.68,2.97,371.96,3.049,1131.08,normal
12.28,162,1000.0,32.55,62.19,74.4,0.39,348.47,8.473,2934.86,normal
13.15,191,1000.0,21.8,53.75,55.41,2.16,352.57,3.574,1265.0,sombreado_parcial
14.77,9,827.81,18.84,46.5,55.66,12.62,360.31,1.515,537.96,falla_panel
18.97,60,230.92,22.25,28.92,70.77,0.8,373.78,2.103,776.57,normal
6.27,305,43.92,24.43,24.91,54.9,3.84,381.19,0.338,133.29,normal
12.68,225,1000.0,22.67,53.3,62.59,1.71,351.51,7.8,2737.08,suciedad
15.63,307,756.33,23.7,45.68,82.84,3.17,362.18,6.529,2341.28,normal
16.12,188,856.12,27.0,51.82,48.1,0.69,351.44,3.189,1140.35,sombreado_parcial
15.7,70,834.69,23.97,47.59,46.96,1.91,358.48,7.237,2590.3,normal
7.88,293,409.62,24.6,35.41,20.25,11.75,372.18,1.744,638.44,sombreado_parcial
10.19,287,767.94,14.74,41.19,62.94,0.65,364.97,5.279,1912.01,suciedad
11.02,169,950.83,27.35,56.03,22.08,3.04,350.24,8.164,2842.53,normal
17.26,62,570.52,24.46,37.88,55.29,2.57,370.44,4.205,1544.27,suciedad
9.9,349,688.97,34.66,55.31,76.3,2.5,349.56,5.953,2060.19,normal
8.95,14,539.34,19.36,33.83,58.49,2.86,369.27,4.796,1778.61,normal
